Gene_ID	Annotation
C3G62580.1	GO:0009507
C3G62600.1	GO:0005886
C3G62600.1	GO:0005737
C3G62610.1	GO:0005634
C3G62620.1	GO:0009507
C3G62630.1	GO:0005634
C3G62650.2	GO:0005739
C3G62660.1	GO:0005794
C3G62670.1	GO:0005634
C3G62680.1	GO:0009506
C3G62690.1	GO:0005634
C3G62700.1	GO:0005773
C3G62700.1	GO:0005773
C3G62700.1	GO:0005773
C3G62700.1	GO:0000325
C3G62700.1	GO:0005774
C3G62700.1	GO:0005774
C3G62700.1	GO:0005794
C3G62700.1	GO:0005774
C3G62700.1	GO:0005773
C3G62700.1	GO:0000325
C3G62700.1	GO:0005886
C3G62710.1	GO:0005576
C3G62720.1	GO:0005794
C3G62720.1	GO:0005794
C3G62730.1	GO:0005576
C3G62750.1	GO:0005576
C3G62750.1	GO:0005773
C3G62750.1	GO:0005773
C3G62760.1	GO:0005737
C3G62770.1	GO:0005634
C3G62790.1	GO:0005634
C3G62800.1	GO:0005737
C3G62830.1	GO:0005794
C3G62830.1	GO:0005886
C3G62830.1	GO:0005794
C3G62840.1	GO:0005634
C3G62850.1	GO:0005634
C3G62860.1	GO:0005886
C3G62860.1	GO:0005886
C3G62870.1	GO:0005774
C3G62870.1	GO:0005774
C3G62870.1	GO:0016020
C3G62870.1	GO:0005774
C3G62870.1	GO:0022626
C3G62870.1	GO:0022626
C3G62870.1	GO:0022626
C3G62870.1	GO:0005829
C3G62870.1	GO:0022626
C3G62870.1	GO:0022626
C3G62870.1	GO:0022626
C3G62870.1	GO:0022626
C3G62870.1	GO:0022626
C3G62870.1	GO:0005737
C3G62880.1	GO:0009507
C3G62890.1	GO:0005739
C3G62900.1	GO:0005634
C3G62900.1	GO:0009506
C3G62910.1	GO:0009507
C3G62920.1	GO:0009507
C3G62940.2	GO:0005829
C3G62940.2	GO:0005737
C3G62950.1	GO:0005737
C3G62960.1	GO:0005737
C3G62970.1	GO:0005634
C3G62980.1	GO:0005634
C3G62990.1	GO:0005634
C3G63000.1	GO:0005737
C3G63000.1	GO:0005829
C3G63010.1	GO:0005634
C3G63020.1	GO:0005634
C3G63030.1	GO:0005634
C3G63052.1	GO:0005739
C3G63060.1	GO:0005634
C3G63070.1	GO:0005634
C3G63080.1	GO:0005886
C3G63080.1	GO:0005886
C3G63088.1	GO:0005739
C3G63110.1	GO:0009507
C3G63120.1	GO:0005634
C3G63130.1	GO:0000910
C3G63130.1	GO:0005634
C3G63130.1	GO:0009507
C3G63130.1	GO:0032153
C3G63130.1	GO:0005886
C3G63140.1	GO:0009507
C3G63140.1	GO:0009534
C3G63140.1	GO:0009570
C3G63140.1	GO:0009570
C3G63140.1	GO:0009941
C3G63140.1	GO:0009570
C3G63140.1	GO:0009570
C3G63140.1	GO:0009534
C3G63140.1	GO:0009570
C3G63140.1	GO:0010287
C3G63140.1	GO:0009570
C3G63140.1	GO:0010287
C3G63140.1	GO:0009941
C3G63140.1	GO:0009570
C3G63140.1	GO:0009507
C3G63140.1	GO:0009579
C3G63140.1	GO:0009507
C3G63140.1	GO:0009941
C3G63140.1	GO:0009570
C3G63140.1	GO:0009570
C3G63140.1	GO:0009570
C3G63140.1	GO:0048046
C3G63140.1	GO:0009570
C3G63140.1	GO:0009570
C3G63140.1	GO:0009941
C3G63140.1	GO:0009534
C3G63140.1	GO:0010287
C3G63140.1	GO:0010287
C3G63140.1	GO:0009534
C3G63150.1	GO:0005739
C3G63160.1	GO:0009535
C3G63160.1	GO:0009535
C3G63160.1	GO:0009941
C3G63160.1	GO:0009941
C3G63160.1	GO:0009535
C3G63160.1	GO:0009941
C3G63160.1	GO:0009535
C3G63160.1	GO:0009941
C3G63160.1	GO:0009535
C3G63160.1	GO:0009507
C3G63160.1	GO:0009507
C3G63160.1	GO:0009941
C3G63160.1	GO:0009941
C3G63160.1	GO:0009535
C3G63160.1	GO:0009941
C3G63160.1	GO:0009507
C3G63160.1	GO:0009535
C3G63160.1	GO:0009535
C3G63160.1	GO:0009941
C3G63160.1	GO:0009941
C3G63160.1	GO:0009941
C3G63160.1	GO:0009579
C3G63160.1	GO:0009535
C3G63160.1	GO:0009941
C3G63160.1	GO:0009941
C3G63160.1	GO:0009535
C3G63170.1	GO:0009941
C3G63170.1	GO:0009941
C3G63170.1	GO:0009507
C3G63170.1	GO:0009941
C3G63170.1	GO:0009941
C3G63170.1	GO:0009941
C3G63170.1	GO:0009941
C3G63170.1	GO:0009941
C3G63170.1	GO:0009941
C3G63170.1	GO:0009507
C3G63180.1	GO:0005634
C3G63190.1	GO:0009570
C3G63190.1	GO:0009570
C3G63190.1	GO:0009570
C3G63190.1	GO:0009570
C3G63190.1	GO:0009570
C3G63190.1	GO:0009570
C3G63190.1	GO:0042742
C3G63190.1	GO:0009507
C3G63190.1	GO:0009570
C3G63190.1	GO:0042742
C3G63190.1	GO:0009507
C3G63190.1	GO:0009579
C3G63190.1	GO:0009570
C3G63200.1	GO:0005576
C3G63210.1	GO:0005634
C3G63220.2	GO:0005737
C3G63230.2	GO:0005739
C3G63240.1	GO:0005737
C3G63250.1	GO:0005737
C3G63260.1	GO:0006468
C3G63260.1	GO:0006468
C3G63260.1	GO:0005886
C3G63260.1	GO:0005886
C3G63260.1	GO:0006468
C3G63260.1	GO:0009506
C3G63270.1	GO:0005634
C3G63280.1	GO:0005886
C3G63290.1	GO:0009506
C3G63300.1	GO:0005634
C3G63340.2	GO:0005634
C3G63350.1	GO:0005634
C3G63360.1	GO:0005576
C3G63370.1	GO:0005739
C3G63390.1	GO:0005634
C3G63400.1	GO:0005737
C3G63410.1	GO:0009507
C3G63410.1	GO:0009941
C3G63410.1	GO:0009941
C3G63410.1	GO:0009941
C3G63410.1	GO:0009507
C3G63410.1	GO:0009941
C3G63410.1	GO:0009941
C3G63410.1	GO:0009941
C3G63410.1	GO:0009941
C3G63410.1	GO:0009941
C3G63410.1	GO:0009941
C3G63410.1	GO:0009507
C3G63410.1	GO:0009941
C3G63410.1	GO:0009941
C3G63410.1	GO:0009941
C3G63420.1	GO:0005737
C3G63420.1	GO:0005886
C3G63420.1	GO:0005886
C3G63430.1	GO:0005634
C3G63440.1	GO:0005576
C3G63460.1	GO:0016020
C3G63460.1	GO:0005737
C3G63460.1	GO:0005829
C3G63460.1	GO:0009506
C3G63470.1	GO:0005576
C3G63480.1	GO:0005737
C3G63490.1	GO:0009570
C3G63490.1	GO:0009570
C3G63490.1	GO:0009507
C3G63490.1	GO:0009941
C3G63490.1	GO:0009507
C3G63490.1	GO:0009535
C3G63490.1	GO:0016020
C3G63490.1	GO:0009570
C3G63490.1	GO:0009570
C3G63490.1	GO:0009570
C3G63490.1	GO:0009535
C3G63490.1	GO:0009570
C3G63490.1	GO:0009570
C3G63490.1	GO:0009570
C3G63490.1	GO:0009941
C3G63490.1	GO:0009535
C3G63490.1	GO:0009570
C3G63490.1	GO:0009570
C3G63490.1	GO:0005634
C3G63490.1	GO:0009941
C3G63490.1	GO:0009570
C3G63490.1	GO:0009507
C3G63490.1	GO:0009570
C3G63490.1	GO:0009535
C3G63490.1	GO:0009941
C3G63490.1	GO:0009535
C3G63500.2	GO:0005634
C3G63520.1	GO:0005886
C3G63520.1	GO:0005737
C3G63520.1	GO:0005773
C3G63520.1	GO:0005774
C3G63520.1	GO:0005773
C3G63520.1	GO:0005774
C3G63520.1	GO:0005774
C3G63520.1	GO:0005794
C3G63520.1	GO:0009506
C3G63530.1	GO:0005634
C3G63540.1	GO:0009507
C3G66652.1	GO:0005634
C3G66654.1	GO:0005794
C3G66654.1	GO:0005886
C3G66656.1	GO:0005634
C3G66658.2	GO:0005737
C4G00005.1	GO:0005739
C4G00020.2	GO:0005634
C4G00026.1	GO:0005739
C4G00030.1	GO:0009507
C4G00040.1	GO:0005737
C4G00050.1	GO:0009506
C4G00050.1	GO:0005634
C4G00060.1	GO:0005634
C4G00070.1	GO:0005634
C4G00090.1	GO:0005737
C4G00100.1	GO:0009507
C4G00100.1	GO:0005730
C4G00100.1	GO:0005730
C4G00100.1	GO:0016020
C4G00110.1	GO:0005794
C4G00120.1	GO:0005634
C4G00120.1	GO:0005634
C4G00140.1	GO:0005634
C4G00150.1	GO:0005634
C4G00165.1	GO:0005576
C4G00180.1	GO:0005634
C4G00200.1	GO:0005634
C4G00210.1	GO:0005634
C4G00220.1	GO:0005634
C4G00230.1	GO:0009505
C4G00230.1	GO:0005618
C4G00230.1	GO:0005576
C4G00231.1	GO:0005737
C4G00232.1	GO:0005634
C4G00234.1	GO:0009507
C4G00238.1	GO:0005730
C4G00238.1	GO:0009507
C4G00238.1	GO:0005730
C4G00240.1	GO:0005634
C4G00250.1	GO:0009507
C4G00260.1	GO:0005634
C4G00270.1	GO:0005634
C4G00280.1	GO:0005886
C4G00290.1	GO:0009941
C4G00290.1	GO:0009941
C4G00290.1	GO:0009941
C4G00290.1	GO:0005886
C4G00290.1	GO:0009941
C4G00290.1	GO:0009941
C4G00290.1	GO:0009941
C4G00290.1	GO:0009941
C4G00290.1	GO:0009507
C4G00290.1	GO:0009941
C4G00300.1	GO:0005634
C4G00305.1	GO:0005634
C4G00310.1	GO:0005634
C4G00315.1	GO:0005634
C4G00320.1	GO:0005634
C4G00320.1	GO:0016020
C4G00330.1	GO:0005634
C4G00335.1	GO:0005634
C4G00340.1	GO:0005886
C4G00340.1	GO:0005886
C4G00340.1	GO:0005886
C4G00350.1	GO:0005886
C4G00355.3	GO:0005634
C4G00360.1	GO:0005576
C4G00370.1	GO:0009941
C4G00370.1	GO:0009941
C4G00370.1	GO:0009507
C4G00370.1	GO:0009941
C4G00370.1	GO:0009507
C4G00370.1	GO:0009941
C4G00380.1	GO:0005737
C4G00390.1	GO:0005730
C4G00390.1	GO:0005730
C4G00390.1	GO:0005634
C4G00420.2	GO:0005634
C4G00430.1	GO:0005886
C4G00430.1	GO:0016020
C4G00430.1	GO:0005886
C4G00440.2	GO:0005634
C4G00450.1	GO:0005634
C4G00450.1	GO:0005634
C4G00460.2	GO:0005634
C4G00480.2	GO:0005634
C4G00490.1	GO:0009570
C4G00490.1	GO:0009507
C4G00490.1	GO:0005737
C4G00490.1	GO:0009570
C4G00490.1	GO:0009570
C4G00490.1	GO:0009570
C4G00500.1	GO:0005886
C4G00525.1	GO:0005634
C4G00530.1	GO:0005739
C4G00540.1	GO:0005634
C4G00550.1	GO:0009507
C4G00570.1	GO:0005524
C4G00570.1	GO:0009507
C4G00570.1	GO:0005739
C4G00570.1	GO:0005739
C4G00570.1	GO:0005524
C4G00580.1	GO:0005634
C4G00600.1	GO:0009507
C4G00610.1	GO:0005886
C4G00620.1	GO:0009507
C4G00620.1	GO:0009507
C4G00650.1	GO:0009507
C4G00651.1	GO:0009507
C4G00660.2	GO:0005737
C4G00670.1	GO:0005886
C4G00680.1	GO:0005737
C4G00690.1	GO:0009507
C4G00690.1	GO:0005634
C4G00695.3	GO:0005739
C4G00710.1	GO:0005886
C4G00710.1	GO:0016020
C4G00710.1	GO:0005886
C4G00710.1	GO:0009506
C4G00720.1	GO:0005634
C4G00730.1	GO:0005634
C4G00740.1	GO:0005794
C4G00740.1	GO:0016020
C4G00740.1	GO:0005794
C4G00750.1	GO:0005634
C4G00750.1	GO:0005794
C4G00755.1	GO:0005634
C4G00760.1	GO:0005634
C4G00770.1	GO:0005634
C4G00820.1	GO:0005634
C4G00830.1	GO:0005829
C4G00830.1	GO:0005634
C4G00840.1	GO:0005576
C4G00850.1	GO:0005634
C4G00860.1	GO:0005777
C4G00860.1	GO:0016020
C4G00860.1	GO:0005777
C4G00870.1	GO:0005634
C4G00872.1	GO:0005737
C4G00880.1	GO:0005739
C4G00890.1	GO:0005634
C4G00893.1	GO:0009507
C4G00895.1	GO:0009507
C4G00905.1	GO:0005634
C4G00930.1	GO:0005886
C4G00940.1	GO:0005634
C4G00950.1	GO:0005634
C4G00955.1	GO:0005576
C4G00960.1	GO:0005576
C4G00970.1	GO:0009507
C4G00980.1	GO:0005634
C4G00990.1	GO:0005634
C4G01000.1	GO:0009507
C4G01010.1	GO:0005886
C4G01023.1	GO:0005634
C4G01026.1	GO:0005634
C4G01030.1	GO:0005739
C4G01037.1	GO:0005576
C4G01050.1	GO:0009535
C4G01050.1	GO:0009535
C4G01050.1	GO:0009941
C4G01050.1	GO:0009535
C4G01050.1	GO:0009535
C4G01050.1	GO:0009535
C4G01050.1	GO:0009534
C4G01050.1	GO:0009534
C4G01050.1	GO:0009507
C4G01050.1	GO:0009941
C4G01050.1	GO:0009535
C4G01050.1	GO:0009535
C4G01050.1	GO:0009941
C4G01050.1	GO:0009534
C4G01050.1	GO:0009535
C4G01050.1	GO:0042742
C4G01050.1	GO:0009535
C4G01050.1	GO:0009941
C4G01050.1	GO:0009507
C4G01050.1	GO:0042742
C4G01050.1	GO:0009507
C4G01050.1	GO:0009535
C4G01050.1	GO:0009534
C4G01060.1	GO:0005634
C4G01070.1	GO:0009651
C4G01070.1	GO:0009651
C4G01070.1	GO:0005634
C4G01090.1	GO:0005634
C4G01100.2	GO:0005739
C4G01110.1	GO:0009507
C4G01120.1	GO:0005634
C4G01130.1	GO:0005576
C4G01150.1	GO:0009579
C4G01150.1	GO:0009534
C4G01150.1	GO:0009507
C4G01150.1	GO:0009507
C4G01150.1	GO:0009535
C4G01150.1	GO:0009507
C4G01150.1	GO:0009941
C4G01150.1	GO:0009535
C4G01150.1	GO:0010287
C4G01150.1	GO:0009534
C4G01150.1	GO:0009535
C4G01150.1	GO:0009535
C4G01150.1	GO:0010287
C4G01150.1	GO:0009941
C4G01150.1	GO:0009535
C4G01150.1	GO:0010287
C4G01150.1	GO:0009534
C4G01150.1	GO:0009941
C4G01150.1	GO:0009535
C4G01150.1	GO:0009535
C4G01150.1	GO:0010287
C4G01150.1	GO:0009535
C4G01150.1	GO:0009941
C4G01150.1	GO:0009535
C4G01150.1	GO:0009534
C4G01150.1	GO:0009535
C4G01160.1	GO:0005737
C4G01170.1	GO:0005634
C4G01180.1	GO:0005737
C4G01190.1	GO:0005634
C4G01210.1	GO:0005739
C4G01220.1	GO:0009507
C4G01230.1	GO:0005634
C4G01240.1	GO:0005634
C4G01250.1	GO:0005634
C4G01260.1	GO:0005634
C4G01270.1	GO:0005737
C4G01280.2	GO:0005634
C4G01290.1	GO:0005634
C4G01310.1	GO:0016020
C4G01310.1	GO:0009570
C4G01310.1	GO:0022626
C4G01310.1	GO:0009570
C4G01310.1	GO:0009570
C4G01310.1	GO:0009570
C4G01310.1	GO:0009941
C4G01310.1	GO:0022626
C4G01310.1	GO:0009941
C4G01310.1	GO:0009941
C4G01310.1	GO:0009507
C4G01310.1	GO:0009570
C4G01310.1	GO:0009507
C4G01310.1	GO:0009941
C4G01310.1	GO:0009570
C4G01310.1	GO:0009570
C4G01310.1	GO:0022626
C4G01310.1	GO:0009570
C4G01310.1	GO:0009570
C4G01310.1	GO:0009941
C4G01310.1	GO:0009507
C4G01310.1	GO:0009570
C4G01310.1	GO:0009941
C4G01310.1	GO:0022626
C4G01310.1	GO:0009941
C4G01310.1	GO:0009570
C4G01310.1	GO:0009570
C4G01310.1	GO:0009941
C4G01320.1	GO:0005773
C4G01320.1	GO:0005773
C4G01330.2	GO:0005634
C4G01335.1	GO:0005634
C4G01350.1	GO:0005634
C4G01360.1	GO:0009507
C4G01370.1	GO:0005829
C4G01370.1	GO:0005634
C4G01380.1	GO:0005886
C4G01390.1	GO:0005576
C4G01400.1	GO:0005794
C4G01410.1	GO:0005886
C4G01410.1	GO:0009506
C4G01420.1	GO:0005886
C4G01460.1	GO:0005634
C4G01470.1	GO:0005737
C4G01480.1	GO:0005737
C4G01500.1	GO:0005634
C4G01520.1	GO:0005634
C4G01535.1	GO:0005739
C4G01540.1	GO:0005634
C4G01550.1	GO:0005634
C4G01560.1	GO:0005829
C4G01560.1	GO:0005634
C4G01570.1	GO:0005739
C4G01575.1	GO:0009507
C4G01580.1	GO:0005634
C4G01590.1	GO:0005634
C4G01600.1	GO:0005634
C4G01610.1	GO:0005773
C4G01610.1	GO:0005829
C4G01610.1	GO:0005576
C4G01610.1	GO:0005773
C4G01630.1	GO:0005576
C4G01640.1	GO:0005634
C4G01650.1	GO:0009507
C4G01650.1	GO:0009507
C4G01660.1	GO:0005739
C4G01670.1	GO:0005634
C4G01671.1	GO:0005739
C4G01680.2	GO:0005634
C4G01690.1	GO:0009534
C4G01690.1	GO:0009534
C4G01690.1	GO:0009941
C4G01690.1	GO:0009941
C4G01690.1	GO:0009534
C4G01690.1	GO:0009941
C4G01690.1	GO:0009941
C4G01690.1	GO:0009507
C4G01690.1	GO:0009941
C4G01690.1	GO:0009941
C4G01690.1	GO:0009507
C4G01690.1	GO:0009507
C4G01690.1	GO:0009941
C4G01690.1	GO:0009534
C4G01690.1	GO:0009941
C4G01700.1	GO:0005618
C4G01700.1	GO:0005576
C4G01703.1	GO:0005739
C4G01710.1	GO:0005737
C4G01720.1	GO:0005634
C4G01740.1	GO:0005634
C4G01750.1	GO:0009507
C4G01760.1	GO:0005634
C4G01770.1	GO:0009507
C4G01790.1	GO:0005634
C4G01800.2	GO:0005886
C4G01810.1	GO:0005829
C4G01840.1	GO:0009507
C4G01850.1	GO:0005507
C4G01850.1	GO:0005618
C4G01850.1	GO:0005737
C4G01850.1	GO:0009506
C4G01850.1	GO:0005730
C4G01850.1	GO:0005730
C4G01860.1	GO:0005737
C4G01870.1	GO:0005634
C4G01880.1	GO:0005634
C4G01883.1	GO:0009507
C4G01883.1	GO:0009507
C4G01890.1	GO:0005576
C4G01895.1	GO:0005634
C4G01897.1	GO:0005737
C4G01897.1	GO:0005829
C4G01900.1	GO:0005829
C4G01900.1	GO:0009507
C4G01900.1	GO:0009534
C4G01900.1	GO:0009534
C4G01900.1	GO:0009534
C4G01900.1	GO:0009534
C4G01900.1	GO:0009507
C4G01910.1	GO:0005634
C4G01915.3	GO:0005739
C4G01925.1	GO:0005634
C4G01930.1	GO:0005634
C4G01935.1	GO:0009507
C4G01940.1	GO:0009507
C4G01950.1	GO:0005739
C4G01960.1	GO:0005634
C4G01970.1	GO:0005737
C4G01990.1	GO:0005739
C4G01995.1	GO:0009507
C4G02000.1	GO:0005634
C4G02010.1	GO:0005886
C4G02010.1	GO:0005886
C4G02010.1	GO:0005886
C4G02010.1	GO:0005886
C4G02020.1	GO:0005634
C4G02020.1	GO:0009506
C4G02030.2	GO:0005794
C4G02040.1	GO:0005739
C4G02050.1	GO:0005886
C4G02050.1	GO:0005886
C4G02060.1	GO:0005634
C4G02070.1	GO:0005634
C4G02075.1	GO:0005737
C4G02075.1	GO:0005886
C4G02080.1	GO:0005886
C4G02080.1	GO:0005886
C4G02090.1	GO:0005634
C4G02100.1	GO:0005634
C4G02110.1	GO:0005737
C4G02120.1	GO:0005737
C4G02130.1	GO:0005794
C4G02150.1	GO:0005737
C4G02150.1	GO:0005829
C4G02160.1	GO:0005634
C4G02180.1	GO:0005634
C4G02195.1	GO:0005794
C4G02200.3	GO:0005634
C4G02210.1	GO:0005634
C4G02220.1	GO:0005634
C4G02230.1	GO:0022626
C4G02230.1	GO:0022626
C4G02230.1	GO:0022626
C4G02230.1	GO:0005886
C4G02230.1	GO:0005829
C4G02230.1	GO:0022626
C4G02230.1	GO:0005737
C4G02235.1	GO:0005634
C4G02260.1	GO:0005737
C4G02260.1	GO:0009507
C4G02270.1	GO:0009507
C4G02280.1	GO:0009507
C4G02290.1	GO:0005576
C4G02310.1	GO:0005634
C4G02320.1	GO:0005576
C4G02330.1	GO:0005576
C4G02340.1	GO:0005777
C4G02340.1	GO:0005777
C4G02350.1	GO:0005886
C4G02350.1	GO:0009506
C4G02350.1	GO:0005886
C4G02350.1	GO:0016020
C4G02360.1	GO:0005576
C4G02370.1	GO:0005773
C4G02370.1	GO:0005774
C4G02370.1	GO:0005773
C4G02370.1	GO:0009507
C4G02370.1	GO:0005774
C4G02370.1	GO:0005774
C4G02380.1	GO:0009507
C4G02390.1	GO:0005634
C4G02400.1	GO:0005634
C4G02410.1	GO:0005886
C4G02420.1	GO:0005886
C4G02430.2	GO:0005634
C4G02440.1	GO:0005634
C4G02450.1	GO:0005829
C4G02450.1	GO:0009506
C4G02450.1	GO:0005737
C4G02450.1	GO:0005886
C4G02460.1	GO:0005634
C4G02465.1	GO:0005739
C4G02480.1	GO:0009507
C4G02482.1	GO:0009507
C4G02485.1	GO:0005634
C4G02500.1	GO:0005794
C4G02500.1	GO:0005794
C4G02510.1	GO:0009507
C4G02510.1	GO:0009941
C4G02510.1	GO:0009941
C4G02510.1	GO:0009941
C4G02510.1	GO:0009941
C4G02510.1	GO:0009507
C4G02510.1	GO:0009941
C4G02510.1	GO:0016020
C4G02510.1	GO:0009941
C4G02510.1	GO:0009941
C4G02510.1	GO:0009941
C4G02510.1	GO:0009941
C4G02510.1	GO:0009941
C4G02510.1	GO:0009941
C4G02510.1	GO:0009941
C4G02510.1	GO:0009507
C4G02520.1	GO:0009506
C4G02520.1	GO:0048046
C4G02520.1	GO:0005773
C4G02520.1	GO:0043295
C4G02520.1	GO:0009570
C4G02520.1	GO:0046686
C4G02520.1	GO:0042742
C4G02520.1	GO:0005737
C4G02520.1	GO:0005773
C4G02520.1	GO:0009570
C4G02520.1	GO:0009570
C4G02520.1	GO:0009507
C4G02520.1	GO:0009651
C4G02520.1	GO:0005886
C4G02520.1	GO:0009570
C4G02520.1	GO:0009507
C4G02520.1	GO:0009570
C4G02520.1	GO:0009570
C4G02520.1	GO:0009570
C4G02520.1	GO:0005829
C4G02520.1	GO:0009570
C4G02520.1	GO:0009570
C4G02520.1	GO:0009570
C4G02520.1	GO:0046686
C4G02520.1	GO:0042742
C4G02520.1	GO:0009651
C4G02520.1	GO:0009570
C4G02520.1	GO:0016020
C4G02520.1	GO:0009570
C4G02530.1	GO:0009535
C4G02530.1	GO:0009507
C4G02530.1	GO:0009535
C4G02530.1	GO:0009579
C4G02530.1	GO:0009534
C4G02530.1	GO:0009507
C4G02530.1	GO:0009535
C4G02530.1	GO:0009535
C4G02530.1	GO:0009535
C4G02530.1	GO:0009941
C4G02530.1	GO:0009507
C4G02530.1	GO:0009941
C4G02530.1	GO:0009535
C4G02530.1	GO:0009570
C4G02530.1	GO:0009941
C4G02530.1	GO:0009941
C4G02530.1	GO:0009535
C4G02530.1	GO:0009570
C4G02530.1	GO:0009579
C4G02530.1	GO:0009534
C4G02530.1	GO:0009535
C4G02530.1	GO:0009579
C4G02530.1	GO:0009535
C4G02530.1	GO:0009534
C4G02530.1	GO:0031977
C4G02530.1	GO:0009570
C4G02530.1	GO:0009535
C4G02530.1	GO:0009570
C4G02530.1	GO:0009579
C4G02530.1	GO:0009534
C4G02540.1	GO:0005634
C4G02541.1	GO:0005739
C4G02550.3	GO:0005634
C4G02560.1	GO:0005634
C4G02570.1	GO:0005634
C4G02570.1	GO:0005829
C4G02580.1	GO:0005739
C4G02580.1	GO:0005739
C4G02590.1	GO:0005634
C4G02600.1	GO:0005886
C4G02600.1	GO:0005886
C4G02610.1	GO:0009507
C4G02620.1	GO:0005886
C4G02620.1	GO:0005774
C4G02620.1	GO:0005794
C4G02620.1	GO:0005773
C4G02620.1	GO:0005774
C4G02620.1	GO:0005773
C4G02620.1	GO:0005774
C4G02620.1	GO:0005634
C4G02620.1	GO:0005773
C4G02620.1	GO:0005773
C4G02630.1	GO:0005886
C4G02640.2	GO:0005634
C4G02650.1	GO:0005634
C4G02655.1	GO:0005576
C4G02660.1	GO:0005634
C4G02660.1	GO:0009507
C4G02670.1	GO:0005634
C4G02680.1	GO:0005634
C4G02710.1	GO:0005886
C4G02710.1	GO:0005886
C4G02710.1	GO:0005737
C4G02715.1	GO:0005634
C4G02720.1	GO:0005634
C4G02725.1	GO:0009507
C4G02725.1	GO:0009507
C4G02730.1	GO:0005634
C4G02733.1	GO:0005634
C4G02740.1	GO:0005634
C4G02750.1	GO:0005739
C4G02760.3	GO:0005634
C4G02770.1	GO:0016020
C4G02770.1	GO:0009507
C4G02770.1	GO:0009507
C4G02770.1	GO:0009534
C4G02770.1	GO:0009534
C4G02770.1	GO:0009941
C4G02770.1	GO:0009941
C4G02770.1	GO:0009535
C4G02770.1	GO:0009534
C4G02770.1	GO:0009535
C4G02770.1	GO:0009579
C4G02770.1	GO:0009941
C4G02770.1	GO:0009941
C4G02770.1	GO:0009535
C4G02770.1	GO:0009535
C4G02770.1	GO:0009535
C4G02770.1	GO:0009535
C4G02770.1	GO:0009535
C4G02770.1	GO:0009535
C4G02770.1	GO:0009534
C4G02770.1	GO:0009535
C4G02770.1	GO:0009535
C4G02770.1	GO:0009507
C4G02780.1	GO:0009507
C4G02800.1	GO:0005634
C4G02810.1	GO:0005634
C4G02820.1	GO:0005739
C4G02830.1	GO:0005634
C4G02840.2	GO:0005634
C4G02860.1	GO:0005829
C4G02860.1	GO:0005634
C4G02870.1	GO:0046686
C4G02870.1	GO:0005634
C4G02880.2	GO:0005737
C4G02890.3	GO:0005773
C4G02890.3	GO:0005773
C4G02900.1	GO:0005576
C4G02920.2	GO:0005739
C4G02930.1	GO:0005524
C4G02930.1	GO:0005739
C4G02930.1	GO:0005618
C4G02930.1	GO:0005524
C4G02930.1	GO:0005739
C4G02950.1	GO:0009507
C4G02970.1	GO:0005634
C4G02980.1	GO:0009507
C4G02990.1	GO:0005739
C4G03000.1	GO:0005634
C4G03010.1	GO:0005576
C4G03020.1	GO:0005737
C4G03030.1	GO:0009507
C4G03040.1	GO:0005634
C4G03050.2	GO:0005737
C4G03070.1	GO:0005737
C4G03070.1	GO:0016020
C4G03080.1	GO:0005886
C4G03080.1	GO:0005634
C4G03090.1	GO:0005739
C4G03100.1	GO:0005737
C4G03113.1	GO:0005739
C4G03115.1	GO:0005739
C4G03120.1	GO:0005634
C4G03130.1	GO:0005634
C4G03153.1	GO:0005634
C4G03156.1	GO:0005634
C4G03160.1	GO:0005634
C4G03170.1	GO:0005634
C4G03175.1	GO:0005737
C4G03180.1	GO:0005634
C4G03190.1	GO:0005634
C4G03200.1	GO:0005576
C4G03200.1	GO:0009507
C4G03205.2	GO:0009507
C4G03210.1	GO:0005576
C4G03220.1	GO:0005634
C4G03230.1	GO:0005886
C4G03250.1	GO:0005634
C4G03260.1	GO:0005634
C4G03270.1	GO:0005634
C4G03280.1	GO:0016020
C4G03280.1	GO:0009535
C4G03280.1	GO:0009535
C4G03280.1	GO:0009535
C4G03280.1	GO:0009534
C4G03280.1	GO:0042742
C4G03280.1	GO:0009941
C4G03280.1	GO:0009579
C4G03280.1	GO:0009534
C4G03280.1	GO:0009535
C4G03280.1	GO:0009535
C4G03280.1	GO:0009535
C4G03280.1	GO:0005886
C4G03280.1	GO:0009941
C4G03280.1	GO:0009534
C4G03280.1	GO:0009507
C4G03280.1	GO:0009579
C4G03280.1	GO:0009535
C4G03280.1	GO:0009535
C4G03280.1	GO:0009941
C4G03280.1	GO:0009507
C4G03280.1	GO:0009535
C4G03280.1	GO:0009535
C4G03280.1	GO:0009534
C4G03280.1	GO:0042742
C4G03280.1	GO:0009507
C4G03280.1	GO:0009941
C4G03290.1	GO:0005634
C4G03292.1	GO:0005739
C4G03298.1	GO:0005739
C4G03320.1	GO:0005739
C4G03350.1	GO:0005737
C4G03360.1	GO:0005634
C4G03370.1	GO:0005634
C4G03380.1	GO:0005634
C4G03390.1	GO:0005886
C4G03390.1	GO:0005886
C4G03400.1	GO:0009507
C4G03400.1	GO:0005737
C4G03410.2	GO:0005739
C4G03415.1	GO:0005886
C4G03415.1	GO:0005634
C4G03420.1	GO:0005634
C4G03430.1	GO:0005634
C4G03443.1	GO:0005739
C4G03470.1	GO:0005739
C4G03505.1	GO:0005739
C4G03510.1	GO:0005634
C4G03520.1	GO:0009579
